id,c_claveprodserv,descripcion
catalogos.claveprodserv3982,10315104,Delfinio cortada fresca rosado claro
catalogos.claveprodserv3983,10315105,Delfinio cortada fresca púrpura
catalogos.claveprodserv3984,10315106,Delfinio cortada fresca blanca
catalogos.claveprodserv3985,10315200,Lepto cortado fresco
catalogos.claveprodserv3986,10315201,Lepto cortado fresco azul o floreciente
catalogos.claveprodserv3987,10315202,Lepto cortado fresco rosado fuerte
catalogos.claveprodserv3988,10315203,Lepto cortado fresco rosado claro
catalogos.claveprodserv3989,10315204,Lepto cortado fresco rosado
catalogos.claveprodserv3990,10315205,Lepto cortado fresco rojo
catalogos.claveprodserv3991,10315206,Lepto cortado fresco blanco
catalogos.claveprodserv3992,10315300,Lila cortada fresca
catalogos.claveprodserv3993,10315301,Lila  cortada fresca híbrida francesa lavanda
catalogos.claveprodserv3994,10315302,Lila  cortada fresca híbrida francesa púrpura
catalogos.claveprodserv3995,10315303,Lila  cortada fresca púrpura
catalogos.claveprodserv3996,10315304,Lila  cortada fresca vino
catalogos.claveprodserv3997,10315305,Lila  cortada fresca blanca
catalogos.claveprodserv3998,10315306,Lila  cortada fresca blanca salvaje
catalogos.claveprodserv3999,10315400,Azucena cortada fresca
catalogos.claveprodserv4000,10315401,Azucena cortada fresca alteza longiflorum e híbrido asiática
catalogos.claveprodserv4001,10315402,Azucena cortada fresca black out asiática
catalogos.claveprodserv4002,10315403,Azucena cortada fresca rosado oscuro asiática
catalogos.claveprodserv4003,10315404,Azucena cortada fresca leéctrica asiática
catalogos.claveprodserv4004,10315405,Azucena cortada fresca festival asiática
catalogos.claveprodserv4005,10315406,Azucena cortada fresca ginebra asiática
catalogos.claveprodserv4006,10315407,Azucena cortada fresca rosado claro asiática
catalogos.claveprodserv4007,10315408,Azucena cortada fresca colombina asiática
catalogos.claveprodserv4008,10315409,Azucena cortada fresca miss américa púrpura asiática
catalogos.claveprodserv4009,10315410,Azucena cortada fresca monte negro asiática
catalogos.claveprodserv4010,10315411,Azucena cortada fresca anaranjada asiática
catalogos.claveprodserv4011,10315412,Azucena cortada fresca durazno cannes asiática
catalogos.claveprodserv4012,10315413,Azucena cortada fresca risada asiática
catalogos.claveprodserv4013,10315414,Azucena cortada fresca sancerre asiátia
catalogos.claveprodserv4014,10315415,Azucena cortada fresca white dream asiática
catalogos.claveprodserv4015,10315416,Azucena cortada fresca amarilla asiática
catalogos.claveprodserv4016,10315417,Azucena cortada fresca diamante brillante longiflorum e híbrido asiática
catalogos.claveprodserv4017,10315418,Azucena cortada fresca brindisi longiflorum e híbrido asiática
catalogos.claveprodserv4018,10315419,Azucena cortada fresca carmine longiflorum e híbrido asiática
catalogos.claveprodserv4019,10315420,Azucena cortada fresca cinnabar longiflorum e híbrido asiática
catalogos.claveprodserv4020,10315421,Azucena cortada fresca club longiflorum e híbrido asiática
catalogos.claveprodserv4021,10315422,Azucena cortada fresca discovery longiflorum e híbrido asiática
catalogos.claveprodserv4022,10315423,Azucena cortada fresca de pascua
catalogos.claveprodserv4023,10315424,Azucena cortada fresca isis longiflorum e híbrido asiática
catalogos.claveprodserv4024,10315425,Azucena cortada fresca la hybrid justice longiflorum e híbrido asiática
catalogos.claveprodserv4025,10315426,Azucena cortada fresca lace longiflorum e híbrido asiática
catalogos.claveprodserv4026,10315427,Azucena cortada fresca lirio de los valles
catalogos.claveprodserv4027,10315428,Azucena cortada fresca love longiflorum e híbrido asiática
catalogos.claveprodserv4028,10315429,Azucena cortada fresca menorca longiflorum e híbrido asiática
catalogos.claveprodserv4029,10315430,Azucena cortada fresca oriental acapulco
catalogos.claveprodserv4030,10315431,Azucena cortada fresca oriental albion
catalogos.claveprodserv4031,10315432,Azucena cortada fresca oriental argentina
catalogos.claveprodserv4032,10315433,Azucena cortada fresca oriental auratum
catalogos.claveprodserv4033,10315434,Azucena cortada fresca oriental barbaresco
catalogos.claveprodserv4034,10315435,Azucena cortada fresca oriental bernini
catalogos.claveprodserv4035,10315436,Azucena cortada fresca oriental beseno
catalogos.claveprodserv4036,10315437,Azucena cortada fresca oriental broadway
catalogos.claveprodserv4037,10315438,Azucena cortada fresca oriental canada
catalogos.claveprodserv4038,10315439,Azucena cortada fresca oriental casablanca
catalogos.claveprodserv4039,10315440,Azucena cortada fresca oriental chili
catalogos.claveprodserv4040,10315441,Azucena cortada fresca oriental chrystal
catalogos.claveprodserv4041,10315442,Azucena cortada fresca oriental cobra
catalogos.claveprodserv4042,10315443,Azucena cortada fresca oriental conca d’ or
catalogos.claveprodserv4043,10315444,Azucena cortada fresca oriental cote d’ ivor
catalogos.claveprodserv4044,10315445,Azucena cortada fresca oriental dizzy
catalogos.claveprodserv4045,10315446,Azucena cortada fresca oriental fireball
catalogos.claveprodserv4046,10315447,Azucena cortada fresca oriental gluhwein
catalogos.claveprodserv4047,10315448,Azucena cortada fresca oriental goldband
catalogos.claveprodserv4048,10315449,Azucena cortada fresca oriental halifax
catalogos.claveprodserv4049,10315450,Azucena cortada fresca oriental kathryn
catalogos.claveprodserv4050,10315451,Azucena cortada fresca oriental kyoto
catalogos.claveprodserv4051,10315452,Azucena cortada fresca oriental la mancha
catalogos.claveprodserv4052,10315453,Azucena cortada fresca oriental medusa
catalogos.claveprodserv4053,10315454,Azucena cortada fresca oriental montezuma
catalogos.claveprodserv4054,10315455,Azucena cortada fresca oriental muscadet
catalogos.claveprodserv4055,10315456,Azucena cortada fresca oriental nippon
catalogos.claveprodserv4056,10315457,Azucena cortada fresca oriental opus one
catalogos.claveprodserv4057,10315458,Azucena cortada fresca oriental pompeii
catalogos.claveprodserv4058,10315459,Azucena cortada fresca oriental rialto
catalogos.claveprodserv4059,10315460,Azucena cortada fresca oriental robina
catalogos.claveprodserv4060,10315461,Azucena cortada fresca oriental rousilon
catalogos.claveprodserv4061,10315462,Azucena cortada fresca oriental siberia
catalogos.claveprodserv4062,10315463,Azucena cortada fresca oriental sorbonne
catalogos.claveprodserv4063,10315464,Azucena cortada fresca oriental starfighter
catalogos.claveprodserv4064,10315465,Azucena cortada fresca oriental stargazer
catalogos.claveprodserv4065,10315466,Azucena cortada fresca oriental sumatra
catalogos.claveprodserv4066,10315467,Azucena cortada fresca oriental time out
catalogos.claveprodserv4067,10315468,Azucena cortada fresca oriental tom pouche
catalogos.claveprodserv4068,10315469,Azucena cortada fresca oriental tropical
catalogos.claveprodserv4069,10315470,Azucena cortada fresca oriental white cup
catalogos.claveprodserv4070,10315471,Azucena cortada fresca oriental white merostar
catalogos.claveprodserv4071,10315472,Azucena cortada fresca oriental white montana
catalogos.claveprodserv4072,10315473,Azucena cortada fresca oriental white stargazer
catalogos.claveprodserv4073,10315474,Azucena cortada fresca oriental yellow band
catalogos.claveprodserv4074,10315475,Azucena cortada fresca oriental yellow dream
catalogos.claveprodserv4075,10315476,Azucena cortada fresca oriental yellow queen
catalogos.claveprodserv4076,10315477,Azucena cortada fresca oriental yellow star
catalogos.claveprodserv4077,10315478,Azucena cortada fresca oriental yeloween
catalogos.claveprodserv4078,10315479,Azucena cortada fresca ot red dutch
catalogos.claveprodserv4079,10315480,Azucena cortada fresca sonata nimph
catalogos.claveprodserv4080,10315481,Azucena cortada fresca sonata shocking
catalogos.claveprodserv4081,10315482,Azucena cortada fresca sonata triumphateer
catalogos.claveprodserv4082,10315483,Azucena cortada fresca sunset longiflorum e híbrido asiática
catalogos.claveprodserv4083,10315484,Azucena cortada fresca de agua
catalogos.claveprodserv4084,10315500,Lavanda cortada fresca
catalogos.claveprodserv4085,10315501,Lavanda marina cortada fresca misty peach
catalogos.claveprodserv4086,10315502,Lavanda marina cortada fresca misty rosada
catalogos.claveprodserv4087,10315503,Lavanda marina cortada fresca misty blanca
catalogos.claveprodserv4088,10315504,Lavanda marina cortada fresca misty amarilla
catalogos.claveprodserv4089,10315505,Lavanda marina cortada fresca safora
catalogos.claveprodserv4090,10315506,Lavanda marina cortada fresca sinensis
catalogos.claveprodserv4091,10315600,Lisianthus cortado fresco
catalogos.claveprodserv4092,10315601,Lisianthus cortado fresco crema
catalogos.claveprodserv4093,10315602,Lisianthus cortado fresco rosado fuerte
catalogos.claveprodserv4094,10315603,Lisianthus cortado fresco verde
catalogos.claveprodserv4095,10315604,Lisianthus cortado fresco lavanda
catalogos.claveprodserv4096,10315605,Lisianthus cortado fresco rosado claro
catalogos.claveprodserv4097,10315606,Lisianthus cortado fresco mini blanco
catalogos.claveprodserv4098,10315607,Lisianthus cortado fresco durazno
catalogos.claveprodserv4099,10315608,Lisianthus cortado fresco rosado con borde blanco
catalogos.claveprodserv4100,10315609,Lisianthus cortado fresco púrpura
catalogos.claveprodserv4101,10315610,Lisianthus cortado fresco púrpura con borde blanco
catalogos.claveprodserv4102,10315611,Lisianthus cortado fresco blanco con borde rosado
catalogos.claveprodserv4103,10315612,Lisianthus cortado fresco blanco
catalogos.claveprodserv4104,10315613,Lisianthus cortado fresco blanco con borde pùrpura
catalogos.claveprodserv4105,10315700,Muscari cortada fresca
catalogos.claveprodserv4106,10315701,Muscari cortada fresca armeniacum
catalogos.claveprodserv4107,10315702,Muscari cortada fresca bortyoides blanca
catalogos.claveprodserv4108,10315703,Muscari cortada fresca verde
catalogos.claveprodserv4109,10315704,Muscari cortada fresca latifolia
catalogos.claveprodserv4110,10315705,Muscari cortada fresca valerie finn
catalogos.claveprodserv4111,10315800,Narciso cortado fresco
catalogos.claveprodserv4112,10315801,Narciso cortado fresco alegría
catalogos.claveprodserv4113,10315802,Narciso cortado fresco amanecer dorado
catalogos.claveprodserv4114,10315803,Narciso cortado fresco abba paperwhite
catalogos.claveprodserv4115,10315804,Narciso cortado fresco paperwhite
catalogos.claveprodserv4116,10315805,Narciso cortado fresco ojo de faisán
catalogos.claveprodserv4117,10315806,Narciso cortado fresco soleil d’ or
catalogos.claveprodserv4118,10315807,Narciso cortado fresco tete a tete
catalogos.claveprodserv4119,10315808,Narciso cortado fresco thalia
catalogos.claveprodserv4120,10316000,Pimientos ornamentales cortados frescos
catalogos.claveprodserv4121,10316001,Pimiento chile cortado fresco ornamental
catalogos.claveprodserv4122,10316002,Pimiento mezclado cortado fresco ornamental
catalogos.claveprodserv4123,10316003,Pimiento anaranjado cortado fresco ornamental
catalogos.claveprodserv4124,10316004,Pimiento rojo cortado fresco ornamental
catalogos.claveprodserv4125,10316005,Pimiento amarillo cortado fresco ornamental
catalogos.claveprodserv4126,10316100,Estrella de Belén cortada fresca
catalogos.claveprodserv4127,10316101,Estrella de belén cortada fresca arábica
catalogos.claveprodserv4128,10316102,Estrella de belén cortada fresca dubium anaranjada
catalogos.claveprodserv4129,10316103,Estrella de belén cortada fresca umbellada
catalogos.claveprodserv4130,10316104,Estrella de belén cortada fresca dubium blanca
catalogos.claveprodserv4131,10316105,Estrella de belén cortada fresca dubium amarilla
catalogos.claveprodserv4132,10316200,Peonia cortada fresca
catalogos.claveprodserv4133,10316201,Peonia cortada fresca alexander fleming
catalogos.claveprodserv4134,10316202,Peonia cortada fresca coral charm
catalogos.claveprodserv4135,10316203,Peonia cortada fresca suset
catalogos.claveprodserv4136,10316204,Peonia cortada fresca coral supreme
catalogos.claveprodserv4137,10316205,Peonia cortada fresca gardenia doble
catalogos.claveprodserv4138,10316206,Peonia cortada fresca doble jues eli oscura
catalogos.claveprodserv4139,10316207,Peonia cortada fresca soble duquesa blanca
catalogos.claveprodserv4140,10316208,Peonia cortada fresca felix crousse
catalogos.claveprodserv4141,10316209,Peonia cortada fresca festiva máxima
catalogos.claveprodserv4142,10316210,Peonia cortada fresca tesoro del jardín
catalogos.claveprodserv4143,10316211,Peonia cortada fresca kansas rosado oscuro
catalogos.claveprodserv4144,10316212,Peonia cortada fresca karl rosenfelt
catalogos.claveprodserv4145,10316213,Peonia cortada fresca paula fay
catalogos.claveprodserv4146,10316214,Peonia cortada fresca encanto rojo
catalogos.claveprodserv4147,10316215,Peonia cortada fresca pasion roja
catalogos.claveprodserv4148,10316216,Peonia cortada fresca sarah bernhardt roja
catalogos.claveprodserv4149,10316217,Peonia cortada fresca scarlet o’ hara
catalogos.claveprodserv4150,10316218,Peonia cortada fresca shirley temple
catalogos.claveprodserv4151,10316300,Banksia cortada fresca
catalogos.claveprodserv4152,10316301,Banksia cortada fresca ashbyi
catalogos.claveprodserv4153,10316302,Banksia cortada fresca baxteri
catalogos.claveprodserv4154,10316306,Banksia cortada fresca coccinea
catalogos.claveprodserv4155,10316311,Banksia cortada fresca ericifolia
catalogos.claveprodserv4156,10316315,Banksia cortada fresca verde
catalogos.claveprodserv4157,10316322,Banksia cortada fresca menziesii
catalogos.claveprodserv4158,10316325,Banksia cortada fresca blanco natural
catalogos.claveprodserv4159,10316326,Banksia cortada fresca anaranjado
catalogos.claveprodserv4160,10316332,Banksia cortada fresca rosada
catalogos.claveprodserv4161,10316400,Ranúculo cortado fresco
catalogos.claveprodserv4162,10316401,Ranúnculo cortado fresco chocolate
catalogos.claveprodserv4163,10316402,Ranúnculo cortado fresco elegancia
catalogos.claveprodserv4164,10316403,Ranúnculo cortado fresco verde
catalogos.claveprodserv4165,10316404,Ranúnculo cortado fresco grimaldi
catalogos.claveprodserv4166,10316405,Ranúnculo cortado fresco rosado fuerte
catalogos.claveprodserv4167,10316406,Ranúnculo cortado fresco rosado claro
catalogos.claveprodserv4168,10316407,Ranúnculo cortado fresco anaranjado
catalogos.claveprodserv4169,10316408,Ranúnculo cortado fresco centro verde
catalogos.claveprodserv4170,10316409,Ranúnculo cortado fresco rosado
catalogos.claveprodserv4171,10316410,Ranúnculo cortado fresco rojo
catalogos.claveprodserv4172,10316411,Ranúnculo cortado fresco blanco
catalogos.claveprodserv4173,10316412,Ranúnculo cortado fresco amarillo
catalogos.claveprodserv4174,10316413,Ranúnculo cortado fresco salmón
catalogos.claveprodserv4175,10316500,Escabiosa cortada fresca
catalogos.claveprodserv4176,10316501,Escabiosa cortada fresca anual
catalogos.claveprodserv4177,10316502,Escabiosa cortada fresca negra
catalogos.claveprodserv4178,10316503,Escabiosa cortada fresca caucásica azul
catalogos.claveprodserv4179,10316504,Escabiosa cortada fresca caucásica rosada
catalogos.claveprodserv4180,10316505,Escabiosa cortada fresca caucásica vainas
catalogos.claveprodserv4181,10316506,Escabiosa cortada fresca caucásica blanca
catalogos.claveprodserv4182,10316507,Escabiosa cortada fresca fresa
catalogos.claveprodserv4183,10316600,Retama de escobas cortada fresca
catalogos.claveprodserv4184,10316601,Retama de escobas cortada fresca rosada
catalogos.claveprodserv4185,10316602,Retama de escobas cortada fresca púrpura
