"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria3362","3707900201","""Toner"" en polvo para formar imágenes por medio de descargas electromagnéticas y calor, para uso en cartuchos para impresoras o fotocopiadoras."
"catalogos_fraccionarancelaria3363","3707900299","Los demás."
"catalogos_fraccionarancelaria3364","3801100100","Barras o bloques."
"catalogos_fraccionarancelaria3365","3801109900","Los demás."
"catalogos_fraccionarancelaria3366","3801200100","Grafito coloidal o semicoloidal."
"catalogos_fraccionarancelaria3367","3801300201","Preparación refractaria que contenga básicamente coque, grafito, brea o alquitrán."
"catalogos_fraccionarancelaria3368","3801300299","Los demás."
"catalogos_fraccionarancelaria3369","3801900100","Monofilamentos  constituidos  por  grafito  soportado  en  fibra  de  vidrio,  aun  cuando  se  presenten formando mechas."
"catalogos_fraccionarancelaria3370","3801909900","Las demás."
"catalogos_fraccionarancelaria3371","3802100100","Carbón activado."
"catalogos_fraccionarancelaria3372","3802900601","Arcilla activada, excepto lo comprendido en el número de identificación comercial 3802.90.06.02."
"catalogos_fraccionarancelaria3373","3802900602","Tierras de fuller, activadas."
"catalogos_fraccionarancelaria3374","3802909901","Negro de huesos."
"catalogos_fraccionarancelaria3375","3802909999","Los demás."
"catalogos_fraccionarancelaria3376","3803000100","""Tall oil"", incluso refinado."
"catalogos_fraccionarancelaria3377","3804000201","Lignosulfonatos cromados o sin cromar de calcio, sodio o potasio."
"catalogos_fraccionarancelaria3378","3804000299","Los demás."
"catalogos_fraccionarancelaria3379","3805100201","Esencia de trementina."
"catalogos_fraccionarancelaria3380","3805100299","Los demás."
"catalogos_fraccionarancelaria3381","3805900100","Aceite de pino."
"catalogos_fraccionarancelaria3382","3805909900","Los demás."
"catalogos_fraccionarancelaria3383","3806100100","Colofonias."
"catalogos_fraccionarancelaria3384","3806109900","Los demás."
"catalogos_fraccionarancelaria3385","3806200100","Sales  de  colofonias,  de  ácidos  resínicos  o  de  derivados  de  colofonias  o  de  ácidos  resínicos, excepto las sales de aductos de colofonias."
"catalogos_fraccionarancelaria3386","3806300301","Resinas esterificadas de colofonias."
"catalogos_fraccionarancelaria3387","3806300399","Los demás."
"catalogos_fraccionarancelaria3388","3806900100","Mezcla de alcohol tetrahidroabietílico, alcohol dihidroabietílico y alcohol dehidroabietílico."
"catalogos_fraccionarancelaria3389","3806909900","Los demás."
"catalogos_fraccionarancelaria3390","3807000100","Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta de madera); pez vegetal; pez de cervecería y preparaciones similares a base de colofonia, de ácidos resínicos o de pez vegetal."
"catalogos_fraccionarancelaria3391","3808590100","Desinfectantes."
"catalogos_fraccionarancelaria3392","3808599901","Herbicidas."
"catalogos_fraccionarancelaria3393","3808599902","Acaricidas, excepto a base de: cihexatin; propargite."
"catalogos_fraccionarancelaria3394","3808599999","Los demás."
"catalogos_fraccionarancelaria3395","3808610100","Acondicionados en envases con un contenido en peso neto inferior o igual a 300 g."
"catalogos_fraccionarancelaria3396","3808620100","Acondicionados en envases con un contenido en peso neto superior a 300 g pero inferior o igual a
7.5 kg."
"catalogos_fraccionarancelaria3397","3808699900","Los demás."
"catalogos_fraccionarancelaria3398","3808919901","Formulados a base de: oxamil; Bacillus thuringiensis."
"catalogos_fraccionarancelaria3399","3808919999","Los demás."
"catalogos_fraccionarancelaria3400","3808920301","Formulados  a  base  de:  carboxin;  dinocap;  dodemorf;  acetato  de  fentin;  fosetil  Al;  iprodiona; kasugamicina, propiconazol; vinclozolin."
"catalogos_fraccionarancelaria3401","3808920302","Etilen bis ditiocarbamato de manganeso con ión de cinc (Mancozeb)."
"catalogos_fraccionarancelaria3402","3808920399","Los demás."
"catalogos_fraccionarancelaria3403","3808930401","Reguladores de crecimiento vegetal."
"catalogos_fraccionarancelaria3404","3808930402","Herbicidas formulados a base de: acifluorfen; barban; setoxidin; dalapon; difenamida; etidimuron; hexazinona; linuron; tidiazuron."
"catalogos_fraccionarancelaria3405","3808930499","Los demás."
"catalogos_fraccionarancelaria3406","3808940100","Poli (dicloruro de oxietileno-(dimetilamonio)- etileno-(dimetilamonio)-etileno), en solución acuosa."
"catalogos_fraccionarancelaria3407","3808940200","Formulados a base de derivados de la isotiazolinona."
"catalogos_fraccionarancelaria3408","3808949900","Los demás."
"catalogos_fraccionarancelaria3409","3808999900","Los demás."
"catalogos_fraccionarancelaria3410","3809100100","A base de materias amiláceas."
"catalogos_fraccionarancelaria3411","3809910100","Preparaciones suavizantes de telas a base de aminas cuaternarias, acondicionadas para la venta al por menor."
"catalogos_fraccionarancelaria3412","3809919900","Los demás."
"catalogos_fraccionarancelaria3413","3809920100","Preparaciones de polietileno con cera, con el 40% o más de sólidos, con una viscosidad de 200 a 250 centipoises a 25°C, y con un pH de 7.0 a 8.5."
"catalogos_fraccionarancelaria3414","3809920200","Preparación constituida por fibrilas de polipropileno y pasta de celulosa, en placas."
"catalogos_fraccionarancelaria3415","3809929901","Dimero ceténico de ácidos grasos monocarboxílicos."
"catalogos_fraccionarancelaria3416","3809929999","Los demás."
"catalogos_fraccionarancelaria3417","3809930100","De los tipos utilizados en la industria del cuero o industrias similares."
"catalogos_fraccionarancelaria3418","3810100100","Preparaciones para el decapado de metal; pastas y polvos para soldar, constituidos por metal y otros productos."
"catalogos_fraccionarancelaria3419","3810909901","Fundentes  para  soldadura,  usados  en  el  proceso  de  arco  sumergido,  en  forma  de  gránulos  o pellets, a base de silicato y óxidos metálicos."
"catalogos_fraccionarancelaria3420","3810909999","Los demás."
"catalogos_fraccionarancelaria3421","3811110200","A base de compuestos de plomo."
"catalogos_fraccionarancelaria3422","3811199900","Las demás."
"catalogos_fraccionarancelaria3423","3811210100","Sulfonatos y/o fenatos de calcio de los hidrocarburos y sus derivados."
"catalogos_fraccionarancelaria3424","3811210200","Derivados de ácido y/o anhídrido poliisobutenil succínico, incluyendo amida, imida o ésteres."
"catalogos_fraccionarancelaria3425","3811210300","Ditiofosfato de cinc disubstituidos con radicales de C3 a C18, y sus derivados."
"catalogos_fraccionarancelaria3426","3811210400","Mezclas a base de poliisobutileno o diisobutileno sulfurizados."
"catalogos_fraccionarancelaria3427","3811210500","Mezclas a base de ácido dodecilsuccínico y dodecil succinato de alquilo."
"catalogos_fraccionarancelaria3428","3811210600","Sales de O,O-dihexil ditiofosfato de alquilaminas primarias con radicales alquilo de C10 a C14."
"catalogos_fraccionarancelaria3429","3811210700","Aditivos  para  aceites  lubricantes  cuando  se  presenten  a  granel,  excepto  lo  comprendido  en  las fracciones arancelarias 3811.21.01, 3811.21.02, 3811.21.03, 3811.21.04, 3811.21.05 y 3811.21.06."
"catalogos_fraccionarancelaria3430","3811219900","Los demás."
"catalogos_fraccionarancelaria3431","3811290400","Mezclas a base de poliisobutileno o diisobutileno sulfurizados."
"catalogos_fraccionarancelaria3432","3811290500","Mezclas a base de ácido dodecilsuccínico y dodecil succinato de alquilo."
"catalogos_fraccionarancelaria3433","3811290600","Sales de O,O-dihexil ditiofosfato de alquilaminas primarias con radicales alquilo de C10 a C14."
"catalogos_fraccionarancelaria3434","3811299900","Los demás."
"catalogos_fraccionarancelaria3435","3811900100","Aditivos  para  combustóleo  a  base  de  óxido  de  magnesio;  aditivos  para  combustóleo  a  base  de agentes emulsionantes."
"catalogos_fraccionarancelaria3436","3811909900","Los demás."
"catalogos_fraccionarancelaria3437","3812100100","Aceleradores de vulcanización preparados."
"catalogos_fraccionarancelaria3438","3812200100","Plastificantes compuestos para caucho o plástico."
"catalogos_fraccionarancelaria3439","3812310100","Mezclas de oligómeros de 2,2,4-trimetil-1,2-dihidroquinoleína (TMQ)."
"catalogos_fraccionarancelaria3440","3812390200","Mezcla  antiozonante  a  base  de  o-tolil-o-anilina-p-fenilen-diamina,  difenil-p-fenilendiamina  y  di-o- tolil-p-fenilendiamina."
"catalogos_fraccionarancelaria3441","3812390300","Mezcla de nitrilos de ácidos grasos."
"catalogos_fraccionarancelaria3442","3812390400","2,2,4-Trimetil-1,2-dihidro-quinolina polimerizada."
"catalogos_fraccionarancelaria3443","3812390500","Poli  ((6-((1,1,3,3  tetrametil  butil)-imino)-1,3,5-triazina-2,4-diil)(2-(2,2,6,6-tetrametil-piperidil)-imino)- hexametilén- (4-(2,2,6,6-tetrametil-piperidil)-imino))."
"catalogos_fraccionarancelaria3444","3812399901","Estabilizantes para compuestos plásticos vinílicos, a base de estaño, plomo, calcio, bario, cinc y/o cadmio."
"catalogos_fraccionarancelaria3445","3812399999","Los demás."
"catalogos_fraccionarancelaria3446","3813000100","Preparaciones y cargas para aparatos extintores; granadas y bombas extintoras."
"catalogos_fraccionarancelaria3447","3814000100","Disolventes  y  diluyentes  orgánicos  compuestos,  no  expresados  ni  comprendidos  en  otra  parte; preparaciones para quitar pinturas o barnices."
"catalogos_fraccionarancelaria3448","3815110301","A base de níquel Raney, de óxido de níquel disperso en ácidos grasos."
"catalogos_fraccionarancelaria3449","3815110399","Los demás."
"catalogos_fraccionarancelaria3450","3815120301","A base de paladio aun cuando contenga carbón activado."
"catalogos_fraccionarancelaria3451","3815120399","Los demás."
"catalogos_fraccionarancelaria3452","3815190100","A base de pentóxido de vanadio."
"catalogos_fraccionarancelaria3453","3815199900","Los demás."
"catalogos_fraccionarancelaria3454","3815900200","Iniciadores de polimerización a base de peróxidos o peroxidicarbonatos orgánicos."
"catalogos_fraccionarancelaria3455","3815909901","Iniciadores para preparación de siliconas."
"catalogos_fraccionarancelaria3456","3815909902","Catalizadores preparados."
"catalogos_fraccionarancelaria3457","3815909999","Los demás."
"catalogos_fraccionarancelaria3458","3816000200","Mortero refractario, a base de dióxido de silicio, óxido de aluminio y óxido de calcio."
"catalogos_fraccionarancelaria3459","3816000600","Compuestos de 44% a 46% de arenas silíceas, 24% a 26% de carbono y 29% a 31% de carburo de silicio."
"catalogos_fraccionarancelaria3460","3816000700","A base de dolomita calcinada, aun cuando contenga magnesita calcinada."
"catalogos_fraccionarancelaria3461","3816009901","De cromo o cromita o cromomagnesita calcinada o magnesita calcinada."
"catalogos_fraccionarancelaria3462","3816009902","De óxido de circonio o silicato de circonio, aun cuando contenga alúmina o mullita."
"catalogos_fraccionarancelaria3463","3816009999","Los demás."
"catalogos_fraccionarancelaria3464","3817000100","Mezcla a base de dodecilbenceno."
"catalogos_fraccionarancelaria3465","3817000200","Mezcla de dialquilbencenos."
"catalogos_fraccionarancelaria3466","3817000300","Alquilbenceno lineal (LAB)."
"catalogos_fraccionarancelaria3467","3817009900","Los demás."
"catalogos_fraccionarancelaria3468","3818000100","Elementos  químicos  dopados  para  uso  en  electrónica,  en  discos,  obleas  (""wafers"")  o  formas análogas; compuestos químicos dopados para uso en electrónica."
"catalogos_fraccionarancelaria3469","3819000300","Líquidos  para  transmisiones  hidráulicas  a  base  de  ésteres  fosfóricos  o  hidrocarburos clorados  y aceites minerales."
"catalogos_fraccionarancelaria3470","3819000401","Líquidos para frenos hidráulicos, presentados para la venta al por menor."
"catalogos_fraccionarancelaria3471","3819000402","Líquidos para frenos hidráulicos, a base de alcoholes y aceites fijos, excepto los presentados para la venta al por menor."
"catalogos_fraccionarancelaria3472","3819009900","Los demás."
"catalogos_fraccionarancelaria3473","3820000100","Preparaciones anticongelantes y líquidos preparados para descongelar."
"catalogos_fraccionarancelaria3474","3821000100","Medios de cultivo preparados para el desarrollo o mantenimiento de microorganismos (incluidos los virus y organismos similares) o de células vegetales, humanas o animales."
"catalogos_fraccionarancelaria3475","3822000300","Placas,  hojas,  láminas,  hojas  o  tiras,  de  papel,  impregnadas  o  recubiertas  con  reactivos  para diagnóstico o laboratorio."
"catalogos_fraccionarancelaria3476","3822000500","Juegos  o  surtidos  de  reactivos  de  diagnósticos,  para  las  determinaciones  en  el  laboratorio  de hematología."
"catalogos_fraccionarancelaria3477","3822009901","Placas,  hojas,  láminas,  hojas  o  tiras,  de  plástico,  impregnadas  o  recubiertas  con  reactivos  para diagnóstico o laboratorio."
"catalogos_fraccionarancelaria3478","3822009902","Juegos  o  surtidos  de  reactivos  de  diagnóstico,  para  las  determinaciones  en  el  laboratorio  de química clínica, excepto lo comprendido en el número de identificación comercial 3822.00.99.01."
"catalogos_fraccionarancelaria3479","3822009999","Los demás."
"catalogos_fraccionarancelaria3480","3823110100","Ácido esteárico."
"catalogos_fraccionarancelaria3481","3823120301","Ácido   oléico   (Oleína),   excepto   lo   comprendido   en   el   número   de   identificación   comercial 3823.12.03.02."
"catalogos_fraccionarancelaria3482","3823120302","Ácido oléico, cuyas características sean ""Titer"" menor de 25°C índice de yodo de 80 a 100; color Gardner  12  máximo,  índice  de  acidez  de  195  a  204,  índice  de  saponificación  de  197  a  206, composición de ácido oléico 70% mínimo."
"catalogos_fraccionarancelaria3483","3823130100","Ácidos grasos del ""tall oil""."
"catalogos_fraccionarancelaria3484","3823190300","Ácido palmítico, cuyas características sean: ""Titer"" de 53 a 62°C, índice de yodo 2 máximo, color Gardner  de  1  a  12,  índice  de  acidez  de  206  a  220,  índice  de  saponificación  de  207  a  221, composición de ácido palmítico de 64% mínimo."
